LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,visible_ap_count,max_rssi,avg_rssi,min_rssi,signal_quality,is_weak_rssi,is_few_ap,is_anomaly,risk_level,evidence
-7521.867186445743,4864889.477093995,2,1,29,1,2,23,1371714797,10,-89.0,-94.1,-97.0,poor,True,False,True,medium,"max_rssi=-89 dBm (弱信号,阈值 -85 dBm)"
-7469.739100001752,4864864.291500002,2,1,18,2,2,23,1371715868,12,-91.0,-93.5,-97.0,poor,True,False,True,medium,"max_rssi=-91 dBm (弱信号,阈值 -85 dBm)"
-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715833,14,-86.0,-92.57142857142857,-97.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7521.867186445743,4864889.477093995,2,1,29,1,2,23,1371714811,9,-88.0,-92.44444444444444,-97.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7526.710926756263,4864892.801808476,2,1,15,1,2,23,1371714759,13,-86.0,-93.07692307692308,-98.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7520.724500000477,4864892.4384,2,1,15,2,2,23,1371714730,9,-90.0,-94.0,-97.0,poor,True,False,True,medium,"max_rssi=-90 dBm (弱信号,阈值 -85 dBm)"
-7469.739100001752,4864864.291500002,2,1,18,2,2,23,1371715869,17,-91.0,-94.3529411764706,-97.0,poor,True,False,True,medium,"max_rssi=-91 dBm (弱信号,阈值 -85 dBm)"
-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715835,16,-86.0,-92.875,-97.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715871,5,-86.0,-90.2,-93.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716670,3,-86.0,-88.33333333333333,-90.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716658,4,-88.0,-89.25,-93.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7435.377900000662,4864892.818000004,0,1,231,2,7,6,1371716475,7,-86.0,-87.0,-89.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716666,5,-87.0,-89.6,-94.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7313.731119778007,4864792.063410871,1,2,136,1,7,6,1371724859,6,-87.0,-88.0,-90.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715835,3,-87.0,-90.0,-95.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716660,3,-86.0,-88.66666666666667,-91.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7366.2424000017345,4864841.108000003,1,2,118,2,7,6,1371724280,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715846,2,-84.0,-84.0,-84.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715862,6,-86.0,-89.33333333333333,-91.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716660,3,-86.0,-90.33333333333333,-96.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715839,2,-84.0,-84.0,-84.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716664,2,-85.0,-87.5,-90.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7424.407800000161,4864901.759999998,0,1,235,2,7,6,1371716735,2,-82.0,-82.5,-83.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7426.483600001782,4864899.974799998,0,1,238,2,7,6,1371716593,2,-76.0,-79.5,-83.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716664,4,-86.0,-87.75,-89.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7424.407800000161,4864901.759999998,0,1,235,2,7,6,1371716736,2,-86.0,-86.5,-87.0,poor,True,True,True,high,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm); visible_ap_count=2 (AP数不足,阈值 3)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715867,6,-86.0,-90.0,-94.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716666,2,-87.0,-88.5,-90.0,poor,True,True,True,high,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm); visible_ap_count=2 (AP数不足,阈值 3)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715845,4,-87.0,-89.75,-94.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715868,6,-87.0,-91.16666666666667,-94.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716668,3,-87.0,-88.66666666666667,-90.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7313.731119778007,4864792.063410871,1,2,136,1,7,6,1371724903,2,-77.0,-77.5,-78.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7404.491683006287,4864890.416642644,0,1,244,1,7,6,1371715870,3,-86.0,-91.33333333333333,-94.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7429.617124881595,4864899.692378685,0,1,238,1,7,6,1371716669,2,-87.0,-90.0,-93.0,poor,True,True,True,high,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm); visible_ap_count=2 (AP数不足,阈值 3)"
-7524.351300001144,4864934.490199998,3,1,102,2,8,1,1371714326,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.86381759122,4864950.191375457,3,1,103,1,8,1,1371714519,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7537.321899998933,4864895.775700003,3,1,113,2,8,1,1371715020,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7568.72309999913,4864876.6818,3,1,107,2,8,1,1371715223,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7408.338870193809,4864811.529825352,0,2,214,1,8,1,1371719915,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7333.069099999964,4864771.151100002,0,2,209,2,8,1,1371720648,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7513.10449071601,4864943.869619727,3,1,102,1,8,1,1371714354,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715037,9,-87.0,-94.33333333333333,-98.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7404.835700001568,4864808.159000002,0,2,214,2,8,1,1371719836,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7342.435300000012,4864756.9575999975,0,2,207,2,8,1,1371720419,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7333.069099999964,4864769.216300003,0,2,208,2,8,1,1371720601,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7310.764899998903,4864807.6461,0,2,125,2,8,1,1371720834,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.351300001144,4864934.490199998,3,1,102,2,8,1,1371714312,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7513.10449071601,4864943.869619727,3,1,102,1,8,1,1371714358,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.86381759122,4864950.191375457,3,1,103,1,8,1,1371714504,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.436200000346,4864808.869900003,0,2,215,2,8,1,1371719872,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.835700001568,4864808.159000002,0,2,214,2,8,1,1371719839,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7408.338870193809,4864811.529825352,0,2,214,1,8,1,1371719901,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7318.694800000638,4864795.302100003,0,2,118,2,8,1,1371720735,18,-88.0,-93.11111111111111,-100.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7310.764899998903,4864807.6461,0,2,125,2,8,1,1371720837,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.351300001144,4864934.490199998,3,1,102,2,8,1,1371714316,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.86381759122,4864950.191375457,3,1,103,1,8,1,1371714507,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7537.321899998933,4864895.775700003,3,1,113,2,8,1,1371715009,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7408.338870193809,4864811.529825352,0,2,214,1,8,1,1371719904,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7333.069099999964,4864771.151100002,0,2,209,2,8,1,1371720637,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7537.321899998933,4864895.775700003,3,1,113,2,8,1,1371715012,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7559.637499999255,4864871.639600001,3,1,106,2,8,1,1371715177,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715041,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7320.078899998218,4864794.327799998,0,2,117,2,8,1,1371720706,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7314.611699998379,4864800.712399997,0,2,119,2,8,1,1371720780,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7539.413493216038,4864923.973005973,3,1,104,1,8,1,1371714913,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7559.637499999255,4864871.639600001,3,1,106,2,8,1,1371715180,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715044,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7411.353135820478,4864802.929530874,0,2,201,1,8,1,1371720022,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7314.611699998379,4864800.712399997,0,2,119,2,8,1,1371720783,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7320.078899998218,4864794.327799998,0,2,117,2,8,1,1371720709,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7318.694800000638,4864795.302100003,0,2,118,2,8,1,1371720738,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715046,10,-88.0,-93.5,-98.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7411.353135820478,4864802.929530874,0,2,201,1,8,1,1371720025,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7318.694800000638,4864795.302100003,0,2,118,2,8,1,1371720741,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7311.829500000924,4864805.7271,0,2,120,2,8,1,1371720812,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7539.413493216038,4864923.973005973,3,1,104,1,8,1,1371714915,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715047,10,-87.0,-94.4,-100.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7311.829500000924,4864805.7271,0,2,120,2,8,1,1371720815,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7519.111800000071,4864949.509800002,3,1,102,2,8,1,1371714440,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7513.10449071601,4864943.869619727,3,1,102,1,8,1,1371714365,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7539.413493216038,4864923.973005973,3,1,104,1,8,1,1371714918,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715049,9,-86.0,-93.0,-98.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7536.165800001472,4864897.859200001,3,1,112,2,8,1,1371715298,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.835700001568,4864808.159000002,0,2,214,2,8,1,1371719848,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.436200000346,4864808.869900003,0,2,215,2,8,1,1371719880,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7310.764899998903,4864807.6461,0,2,125,2,8,1,1371720844,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7519.111800000071,4864949.509800002,3,1,102,2,8,1,1371714443,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7513.10449071601,4864943.869619727,3,1,102,1,8,1,1371714368,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.86381759122,4864950.191375457,3,1,103,1,8,1,1371714516,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7524.351300001144,4864934.490199998,3,1,102,2,8,1,1371714323,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7533.671000000089,4864939.661899999,3,1,116,2,8,1,1371714576,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7535.227970089763,4864893.273838371,3,1,113,1,8,1,1371715050,10,-89.0,-94.5,-100.0,poor,True,False,True,medium,"max_rssi=-89 dBm (弱信号,阈值 -85 dBm)"
-7568.72309999913,4864876.6818,3,1,107,2,8,1,1371715220,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7536.165800001472,4864897.859200001,3,1,112,2,8,1,1371715301,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.835700001568,4864808.159000002,0,2,214,2,8,1,1371719851,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7404.436200000346,4864808.869900003,0,2,215,2,8,1,1371719883,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7408.338870193809,4864811.529825352,0,2,214,1,8,1,1371719912,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7333.069099999964,4864771.151100002,0,2,209,2,8,1,1371720645,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7310.764899998903,4864807.6461,0,2,125,2,8,1,1371720847,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7426.483600001782,4864899.974799998,0,1,238,2,16,14,1371715499,2,-76.0,-76.0,-76.0,medium,False,True,True,medium,"visible_ap_count=2 (AP数不足,阈值 3)"
-7394.577824883163,4864836.924705662,3,2,140,1,11,13,1371715134,8,-87.0,-93.375,-97.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7313.731119778007,4864792.063410871,3,2,136,1,11,13,1371717463,11,-88.0,-92.9090909090909,-96.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7313.731119778007,4864792.063410871,3,2,136,1,11,13,1371717476,14,-88.0,-93.92857142857143,-96.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
-7510.211205821484,4864949.287095763,1,1,103,1,11,13,1371720401,12,-87.0,-91.83333333333333,-98.0,poor,True,False,True,medium,"max_rssi=-87 dBm (弱信号,阈值 -85 dBm)"
-7537.241000000387,4864895.7321000025,1,1,117,2,11,13,1371721639,20,-86.0,-91.05,-98.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7313.731119778007,4864792.063410871,3,2,136,1,11,13,1371717453,12,-86.0,-92.75,-99.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7313.065520714968,4864792.170037955,2,2,139,1,11,13,1371723095,12,-86.0,-92.0,-99.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7313.065520714968,4864792.170037955,2,2,139,1,11,13,1371723111,7,-89.0,-91.71428571428571,-95.0,poor,True,False,True,medium,"max_rssi=-89 dBm (弱信号,阈值 -85 dBm)"
-7313.065520714968,4864792.170037955,2,2,139,1,11,13,1371723124,7,-88.0,-92.42857142857143,-95.0,poor,True,False,True,medium,"max_rssi=-88 dBm (弱信号,阈值 -85 dBm)"
