LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,visible_ap_count,max_rssi,avg_rssi,min_rssi,signal_quality,is_weak_rssi,is_few_ap,is_anomaly,risk_level,evidence
-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715835,18,-85.0,-92.77777777777777,-97.0,medium,False,False,False,low,
-7469.739100001752,4864864.291500002,2,1,18,2,2,23,1371715871,16,-91.0,-94.125,-97.0,poor,True,False,True,medium,"max_rssi=-91 dBm (弱信号,阈值 -85 dBm)"
-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716120,30,-78.0,-86.63333333333334,-96.0,medium,False,False,False,low,
-7480.431491758674,4864867.130928054,2,1,17,1,2,23,1371715972,22,-73.0,-89.36363636363636,-96.0,medium,False,False,False,low,
-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715940,11,-75.0,-90.0909090909091,-96.0,medium,False,False,False,low,
-7466.291100092232,4864859.338948891,2,1,18,1,2,23,1371715902,31,-81.0,-90.70967741935483,-97.0,medium,False,False,False,low,
-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716152,31,-81.0,-89.0,-97.0,medium,False,False,False,low,
-7331.747999999672,4864767.318000004,3,2,247,2,2,23,1371716690,21,-66.0,-88.14285714285714,-97.0,medium,False,False,False,low,
-7331.400499999523,4864768.478600003,3,2,248,2,2,23,1371716637,28,-59.0,-86.42857142857143,-94.0,good,False,False,False,low,
-7461.524049259722,4864852.046476603,2,1,217,1,2,23,1371716209,29,-82.0,-89.72413793103448,-97.0,medium,False,False,False,low,
-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716719,11,-79.0,-87.18181818181819,-96.0,medium,False,False,False,low,
-7336.700399998575,4864764.478799999,3,2,246,2,2,23,1371716762,24,-55.0,-84.125,-97.0,good,False,False,False,low,
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716797,20,-48.0,-79.4,-95.0,good,False,False,False,low,
-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716826,24,-55.0,-84.16666666666667,-99.0,good,False,False,False,low,
-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716857,15,-50.0,-76.33333333333333,-97.0,good,False,False,False,low,
-7339.153887175024,4864749.384690456,3,2,242,1,2,23,1371716935,22,-57.0,-85.36363636363636,-96.0,good,False,False,False,low,
-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716982,18,-62.0,-81.38888888888889,-95.0,good,False,False,False,low,
-7344.968400001526,4864749.575999998,3,2,241,2,2,23,1371717041,20,-55.0,-79.55,-93.0,good,False,False,False,low,
-7344.211399998516,4864750.939999998,3,2,242,2,2,23,1371716896,20,-59.0,-77.65,-97.0,good,False,False,False,low,
-7344.968400001526,4864749.575999998,3,2,241,2,2,23,1371717071,18,-62.0,-79.11111111111111,-97.0,good,False,False,False,low,
-7347.108300000429,4864748.045599997,3,2,240,2,2,23,1371717264,15,-56.0,-76.13333333333334,-93.0,good,False,False,False,low,
-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717408,19,-46.0,-80.10526315789474,-97.0,good,False,False,False,low,
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717473,15,-58.0,-80.66666666666667,-95.0,good,False,False,False,low,
-7410.328999999911,4864800.005599998,3,2,202,2,2,23,1371717506,16,-52.0,-79.875,-96.0,good,False,False,False,low,
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717560,27,-60.0,-86.25925925925925,-95.0,good,False,False,False,low,
-7413.154800001532,4864789.236699998,3,2,204,2,2,23,1371720043,18,-51.0,-80.83333333333333,-97.0,good,False,False,False,low,
-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371720009,17,-49.0,-76.29411764705883,-95.0,good,False,False,False,low,
-7413.955299999565,4864787.794299997,3,2,205,2,2,23,1371720080,17,-55.0,-79.23529411764706,-95.0,good,False,False,False,low,
-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720152,20,-41.0,-78.7,-99.0,good,False,False,False,low,
-7413.92139999941,4864785.033399999,3,2,206,2,2,23,1371720112,17,-53.0,-80.3529411764706,-99.0,good,False,False,False,low,
-7403.7360000014305,4864789.018399999,3,2,209,2,2,23,1371720219,19,-41.0,-76.63157894736842,-95.0,good,False,False,False,low,
-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720293,21,-50.0,-83.0952380952381,-96.0,good,False,False,False,low,
-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720184,16,-40.0,-77.4375,-95.0,good,False,False,False,low,
-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720254,19,-55.0,-82.26315789473684,-98.0,good,False,False,False,low,
-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720323,14,-47.0,-75.78571428571429,-95.0,good,False,False,False,low,
-7398.55870603025,4864779.87839587,3,2,214,1,2,23,1371720456,15,-61.0,-81.93333333333334,-95.0,good,False,False,False,low,
-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720385,15,-60.0,-81.13333333333334,-98.0,good,False,False,False,low,
-7396.896099999547,4864785.223499998,3,2,213,2,2,23,1371720355,21,-50.0,-82.80952380952381,-97.0,good,False,False,False,low,
-7415.163003530353,4864796.084482223,3,2,203,1,2,23,1371720511,22,-49.0,-79.45454545454545,-94.0,good,False,False,False,low,
-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720724,13,-66.0,-84.07692307692308,-95.0,medium,False,False,False,low,
-7392.357000000775,4864780.615599997,3,2,216,2,2,23,1371720665,19,-60.0,-83.3157894736842,-97.0,good,False,False,False,low,
-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720769,15,-52.0,-79.2,-95.0,good,False,False,False,low,
-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720589,18,-55.0,-80.94444444444444,-94.0,good,False,False,False,low,
-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720627,19,-65.0,-85.52631578947368,-96.0,good,False,False,False,low,
-7366.751436967403,4864837.214649305,2,2,121,1,11,13,1371724142,0,,,,none,False,True,True,medium,"visible_ap_count=0 (AP数不足,阈值 3)"
-7384.393399998546,4864778.2870000005,3,2,219,2,2,23,1371720832,20,-55.0,-85.3,-96.0,good,False,False,False,low,
-7383.265599999577,4864777.661399998,3,2,221,2,2,23,1371720896,19,-62.0,-86.84210526315789,-97.0,good,False,False,False,low,
-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720926,21,-61.0,-87.14285714285714,-98.0,good,False,False,False,low,
-7391.084499999881,4864779.909699999,3,2,218,2,2,23,1371720798,16,-55.0,-81.0,-96.0,good,False,False,False,low,
-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720864,20,-64.0,-85.7,-96.0,good,False,False,False,low,
-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721052,12,-61.0,-83.5,-97.0,good,False,False,False,low,
-7376.401000000536,4864773.852899998,3,2,223,2,2,23,1371720964,18,-62.0,-84.66666666666667,-96.0,good,False,False,False,low,
-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371721005,30,-79.0,-88.23333333333333,-96.0,medium,False,False,False,low,
-7369.632300000638,4864770.097999997,3,2,225,2,2,23,1371721086,19,-61.0,-87.15789473684211,-98.0,good,False,False,False,low,
-7370.614700000733,4864768.552900001,3,2,224,2,2,23,1371721123,18,-54.0,-84.55555555555556,-96.0,good,False,False,False,low,
-7363.038300000131,4864766.439499997,3,2,229,2,2,23,1371721284,14,-59.0,-84.71428571428571,-97.0,good,False,False,False,low,
-7369.414400000125,4864767.887100004,3,2,226,2,2,23,1371721161,17,-62.0,-86.17647058823529,-95.0,good,False,False,False,low,
-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721218,17,-57.0,-85.11764705882354,-96.0,good,False,False,False,low,
-7363.996100001037,4864764.880800001,3,2,228,2,2,23,1371721251,20,-58.0,-86.2,-96.0,good,False,False,False,low,
-7356.010200001299,4864762.5402000025,3,2,233,2,2,23,1371721462,19,-61.0,-83.94736842105263,-94.0,good,False,False,False,low,
-7361.5406999997795,4864765.608599998,3,2,231,2,2,23,1371721401,17,-60.0,-84.17647058823529,-97.0,good,False,False,False,low,
-7362.52650000155,4864764.065700002,3,2,230,2,2,23,1371721316,17,-57.0,-86.0,-96.0,good,False,False,False,low,
-7363.228232070804,4864760.277467221,3,2,230,1,2,23,1371721358,14,-60.0,-82.0,-94.0,good,False,False,False,low,
-7356.978100001812,4864760.987300001,3,2,232,2,2,23,1371721433,16,-53.0,-79.0,-93.0,good,False,False,False,low,
-7350.146999999881,4864757.249200001,3,2,236,2,2,23,1371721559,14,-48.0,-77.78571428571429,-95.0,good,False,False,False,low,
-7352.932156860828,4864754.565126285,3,2,236,1,2,23,1371721594,10,-53.0,-73.3,-93.0,good,False,False,False,low,
-7354.71990000084,4864761.8244,3,2,235,2,2,23,1371721528,25,-54.0,-87.44,-98.0,good,False,False,False,low,
-7355.670499999076,4864760.262000002,3,2,234,2,2,23,1371721495,19,-54.0,-82.10526315789474,-97.0,good,False,False,False,low,
-7349.279599998146,4864758.806000002,3,2,237,2,2,23,1371721631,16,-48.0,-79.375,-97.0,good,False,False,False,low,
-7536.621199999005,4864934.225199997,2,1,106,2,2,23,1371713678,19,-54.0,-78.10526315789474,-93.0,good,False,False,False,low,
-7536.5982000008225,4864918.117200002,2,1,101,2,2,23,1371713638,19,-49.0,-74.47368421052632,-90.0,good,False,False,False,low,
-7348.898200001568,4864756.556000002,3,2,238,2,2,23,1371721661,17,-45.0,-78.11764705882354,-98.0,good,False,False,False,low,
-7348.012899998575,4864758.103299998,3,2,239,2,2,23,1371721696,17,-49.0,-77.0,-98.0,good,False,False,False,low,
-7541.264299999922,4864920.7782000005,2,1,106,2,2,23,1371713720,16,-58.0,-78.625,-96.0,good,False,False,False,low,
-7533.89620000124,4864939.258299999,2,1,105,2,2,23,1371713829,17,-54.0,-79.82352941176471,-94.0,good,False,False,False,low,
-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371713870,15,-63.0,-83.53333333333333,-98.0,good,False,False,False,low,
-7524.570399999618,4864934.093000002,2,1,102,2,2,23,1371713794,14,-58.0,-75.57142857142857,-95.0,good,False,False,False,low,
-7527.451099999249,4864929.146399997,2,1,101,2,2,23,1371713762,17,-58.0,-79.41176470588235,-91.0,good,False,False,False,low,
-7571.071074258536,4864890.459293477,2,1,112,1,2,23,1371714280,24,-45.0,-72.875,-93.0,good,False,False,False,low,
-7519.152399998158,4864949.532200001,2,1,103,2,2,23,1371714082,21,-61.0,-83.47619047619048,-96.0,good,False,False,False,low,
-7510.437173217535,4864949.251416706,2,1,103,1,2,23,1371714115,16,-69.0,-88.1875,-97.0,medium,False,False,False,low,
-7528.816401548684,4864959.430612221,2,1,104,1,2,23,1371714187,16,-76.0,-84.75,-94.0,medium,False,False,False,low,
-7523.628199998289,4864951.958300002,2,1,104,2,2,23,1371714154,15,-57.0,-79.4,-95.0,good,False,False,False,low,
-7571.093400001526,4864871.7184000015,2,1,110,2,2,23,1371714380,18,-59.0,-77.16666666666667,-95.0,good,False,False,False,low,
-7562.186200000346,4864866.785099998,2,1,109,2,2,23,1371714420,19,-54.0,-78.57894736842105,-94.0,good,False,False,False,low,
-7559.497299998999,4864887.650399998,2,1,112,2,2,23,1371714294,18,-43.0,-71.33333333333333,-98.0,good,False,False,False,low,
-7559.78200000152,4864871.373499997,2,1,108,2,2,23,1371714454,18,-51.0,-76.83333333333333,-94.0,good,False,False,False,low,
-7564.196299999952,4864887.1932,2,1,111,2,2,23,1371714342,18,-59.0,-81.0,-98.0,good,False,False,False,low,
-7520.724500000477,4864892.4384,2,1,15,2,2,23,1371714721,16,-84.0,-92.0625,-97.0,medium,False,False,False,low,
-7521.867186445743,4864889.477093995,2,1,29,1,2,23,1371714787,18,-86.0,-92.16666666666667,-96.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7555.132300000638,4864885.251500003,2,1,107,2,2,23,1371714496,19,-39.0,-73.42105263157895,-95.0,good,False,False,False,low,
-7537.339899998158,4864895.785400003,2,1,117,2,2,23,1371714543,27,-71.0,-86.33333333333333,-96.0,medium,False,False,False,low,
-7517.9125519655645,4864887.2867276445,2,1,28,1,2,23,1371714817,11,-89.0,-93.18181818181819,-97.0,poor,True,False,True,medium,"max_rssi=-89 dBm (弱信号,阈值 -85 dBm)"
-7520.755800001323,4864891.4821000025,2,1,29,2,2,23,1371714866,11,-83.0,-92.27272727272727,-98.0,medium,False,False,False,low,
-7516.088799998164,4864889.878200002,2,1,16,2,2,23,1371714907,11,-79.0,-90.72727272727273,-96.0,medium,False,False,False,low,
-7512.604163631797,4864884.949543998,2,1,16,1,2,23,1371714933,10,-76.0,-88.5,-98.0,medium,False,False,False,low,
-7516.841499999165,4864889.291000001,2,1,28,2,2,23,1371714834,7,-86.0,-90.57142857142857,-95.0,poor,True,False,True,medium,"max_rssi=-86 dBm (弱信号,阈值 -85 dBm)"
-7501.221900001168,4864863.072899997,2,1,2,2,2,23,1371715214,13,-43.0,-72.23076923076923,-96.0,good,False,False,False,low,
-7482.456176027656,4864901.429579936,2,1,10,1,2,23,1371715069,16,-64.0,-84.875,-98.0,good,False,False,False,low,
-7502.449700001627,4864884.176100001,2,1,22,2,2,23,1371714979,12,-72.0,-82.33333333333333,-96.0,medium,False,False,False,low,
-7489.177499998361,4864899.944899999,2,1,10,2,2,23,1371715028,11,-64.0,-76.9090909090909,-93.0,good,False,False,False,low,
-7480.124099999666,4864894.930600002,2,1,10,2,2,23,1371715120,13,-64.0,-80.84615384615384,-98.0,good,False,False,False,low,
-7506.731899999082,4864850.684,2,1,4,2,2,23,1371715360,17,-57.0,-82.6470588235294,-98.0,good,False,False,False,low,
-7516.474500000477,4864844.597199999,2,1,6,2,2,23,1371715437,22,-66.0,-81.86363636363636,-95.0,medium,False,False,False,low,
-7511.736699998379,4864841.647200003,2,1,5,2,2,23,1371715406,21,-65.0,-85.33333333333333,-96.0,good,False,False,False,low,
-7491.030633945018,4864865.38593483,2,1,2,1,2,23,1371715246,17,-59.0,-83.52941176470588,-99.0,good,False,False,False,low,
-7502.826900001615,4864860.174599998,2,1,3,2,2,23,1371715291,19,-48.0,-83.47368421052632,-96.0,good,False,False,False,low,
-7504.881400000304,4864865.5295,2,1,9,2,2,23,1371715546,13,-52.0,-77.46153846153847,-96.0,good,False,False,False,low,
-7474.652600001544,4864865.952500001,2,1,27,2,2,23,1371715614,15,-67.0,-85.86666666666666,-98.0,medium,False,False,False,low,
-7474.652600001544,4864865.952500001,2,1,27,2,2,23,1371715761,15,-80.0,-91.33333333333333,-96.0,medium,False,False,False,low,
-7506.529300000519,4864862.554300003,2,1,8,2,2,23,1371715515,15,-57.0,-78.93333333333334,-94.0,good,False,False,False,low,
-7511.5214999988675,4864853.5402000025,2,1,7,2,2,23,1371715477,20,-66.0,-83.0,-97.0,medium,False,False,False,low,
-7469.739100001752,4864864.291500002,2,1,18,2,2,23,1371715874,20,-85.0,-93.4,-98.0,medium,False,False,False,low,
-7474.582499999553,4864866.872299999,2,1,17,2,2,23,1371715934,27,-74.0,-90.33333333333333,-99.0,medium,False,False,False,low,
-7470.518699999899,4864863.662799999,2,1,26,2,2,23,1371715822,15,-84.0,-93.46666666666667,-99.0,medium,False,False,False,low,
-7466.291100092232,4864859.338948891,2,1,18,1,2,23,1371715889,26,-83.0,-90.0,-96.0,medium,False,False,False,low,
-7327.492165092379,4864766.668530561,3,2,247,1,2,23,1371716706,24,-74.0,-89.45833333333333,-96.0,medium,False,False,False,low,
-7331.400499999523,4864768.478600003,3,2,248,2,2,23,1371716623,34,-61.0,-86.41176470588235,-96.0,good,False,False,False,low,
-7458.26419999823,4864852.0842999965,2,1,217,2,2,23,1371716135,31,-79.0,-86.93548387096774,-96.0,medium,False,False,False,low,
-7457.242100000381,4864853.930299997,2,1,216,2,2,23,1371716113,35,-83.0,-89.14285714285714,-96.0,medium,False,False,False,low,
-7331.747999999672,4864767.318000004,3,2,247,2,2,23,1371716678,28,-64.0,-88.14285714285714,-96.0,good,False,False,False,low,
-7344.211399998516,4864750.939999998,3,2,242,2,2,23,1371716883,17,-50.0,-73.29411764705883,-97.0,good,False,False,False,low,
-7341.214999999851,4864756.341499999,3,2,243,2,2,23,1371716844,23,-52.0,-81.91304347826087,-97.0,good,False,False,False,low,
-7337.394799999893,4864763.226999998,3,2,245,2,2,23,1371716785,24,-48.0,-81.625,-97.0,good,False,False,False,low,
-7340.524599999189,4864757.585900001,3,2,244,2,2,23,1371716813,24,-46.0,-81.16666666666667,-96.0,good,False,False,False,low,
-7336.700399998575,4864764.478799999,3,2,246,2,2,23,1371716749,22,-54.0,-84.31818181818181,-96.0,good,False,False,False,low,
-7337.23213905096,4864752.848840348,3,2,243,1,2,23,1371716969,24,-59.0,-84.5,-99.0,good,False,False,False,low,
-7344.968400001526,4864749.575999998,3,2,241,2,2,23,1371717059,20,-54.0,-79.9,-93.0,good,False,False,False,low,
-7344.968400001526,4864749.575999998,3,2,241,2,2,23,1371717028,17,-63.0,-80.0,-95.0,good,False,False,False,low,
-7339.153887175024,4864749.384690456,3,2,242,1,2,23,1371716922,23,-64.0,-83.91304347826087,-97.0,good,False,False,False,low,
-7407.379599999636,4864799.6941,3,2,201,2,2,23,1371717395,28,-52.0,-77.67857142857143,-95.0,good,False,False,False,low,
-7410.328999999911,4864800.005599998,3,2,202,2,2,23,1371717493,16,-54.0,-80.25,-96.0,good,False,False,False,low,
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717460,23,-58.0,-86.0,-99.0,good,False,False,False,low,
-7408.288427382708,4864803.464716807,3,2,201,1,2,23,1371717550,23,-66.0,-87.17391304347827,-96.0,medium,False,False,False,low,
-7347.108300000429,4864748.045599997,3,2,240,2,2,23,1371717251,17,-56.0,-80.05882352941177,-97.0,good,False,False,False,low,
-7413.154800001532,4864789.236699998,3,2,204,2,2,23,1371720030,20,-50.0,-79.5,-97.0,good,False,False,False,low,
-7413.92139999941,4864785.033399999,3,2,206,2,2,23,1371720099,19,-56.0,-80.15789473684211,-95.0,good,False,False,False,low,
-7411.2507000006735,4864792.7678999975,3,2,203,2,2,23,1371719996,15,-42.0,-72.66666666666667,-94.0,good,False,False,False,low,
-7413.955299999565,4864787.794299997,3,2,205,2,2,23,1371720067,18,-47.0,-76.16666666666667,-96.0,good,False,False,False,low,
-7398.11080000177,4864785.8972999975,3,2,211,2,2,23,1371720280,19,-52.0,-82.26315789473684,-98.0,good,False,False,False,low,
-7406.063099998981,4864788.219300002,3,2,208,2,2,23,1371720171,19,-44.0,-79.3157894736842,-99.0,good,False,False,False,low,
-7404.705499999225,4864787.466200002,3,2,210,2,2,23,1371720240,18,-47.0,-78.88888888888889,-95.0,good,False,False,False,low,
-7405.100900001824,4864789.7755,3,2,207,2,2,23,1371720139,19,-38.0,-74.42105263157895,-99.0,good,False,False,False,low,
-7403.7360000014305,4864789.018399999,3,2,209,2,2,23,1371720207,18,-44.0,-76.11111111111111,-93.0,good,False,False,False,low,
-7398.55870603025,4864779.87839587,3,2,214,1,2,23,1371720443,13,-66.0,-79.38461538461539,-94.0,medium,False,False,False,low,
-7396.896099999547,4864785.223499998,3,2,213,2,2,23,1371720342,18,-52.0,-79.5,-97.0,good,False,False,False,low,
-7397.859799999744,4864783.668200001,3,2,214,2,2,23,1371720372,18,-52.0,-80.55555555555556,-95.0,good,False,False,False,low,
-7399.109700001776,4864784.361699998,3,2,212,2,2,23,1371720310,16,-57.0,-80.1875,-96.0,good,False,False,False,low,
-7391.35909999907,4864782.1516999975,3,2,215,2,2,23,1371720576,25,-55.0,-81.04,-94.0,good,False,False,False,low,
-7390.649026967585,4864785.979925662,3,2,215,1,2,23,1371720613,21,-64.0,-85.52380952380952,-96.0,good,False,False,False,low,
-7415.163003530353,4864796.084482223,3,2,203,1,2,23,1371720498,18,-48.0,-79.66666666666667,-95.0,good,False,False,False,low,
-7392.357000000775,4864780.615599997,3,2,216,2,2,23,1371720652,20,-62.0,-82.05,-98.0,good,False,False,False,low,
-7385.372800000012,4864776.740699999,3,2,220,2,2,23,1371720851,19,-61.0,-85.15789473684211,-96.0,good,False,False,False,low,
-7384.393399998546,4864778.2870000005,3,2,219,2,2,23,1371720819,18,-53.0,-81.22222222222223,-95.0,good,False,False,False,low,
-7390.095800001174,4864781.450599998,3,2,217,2,2,23,1371720756,13,-51.0,-78.76923076923077,-92.0,good,False,False,False,low,
-7391.084499999881,4864779.909699999,3,2,218,2,2,23,1371720785,16,-55.0,-82.5,-96.0,good,False,False,False,low,
-7395.100707694888,4864777.95992858,3,2,216,1,2,23,1371720711,18,-70.0,-85.66666666666667,-95.0,medium,False,False,False,low,
-7384.211300000548,4864776.0964,3,2,222,2,2,23,1371720913,20,-53.0,-86.35,-97.0,good,False,False,False,low,
-7383.265599999577,4864777.661399998,3,2,221,2,2,23,1371720883,21,-56.0,-85.85714285714286,-96.0,good,False,False,False,low,
-7374.294482905418,4864777.897182643,3,2,223,1,2,23,1371720992,24,-74.0,-85.66666666666667,-95.0,medium,False,False,False,low,
-7376.401000000536,4864773.852899998,3,2,223,2,2,23,1371720950,21,-59.0,-84.76190476190476,-98.0,good,False,False,False,low,
-7377.651299998164,4864772.941299997,3,2,250,2,2,23,1371721039,25,-64.0,-86.92,-97.0,good,False,False,False,low,
-7369.414400000125,4864767.887100004,3,2,226,2,2,23,1371721156,16,-71.0,-86.875,-95.0,medium,False,False,False,low,
-7370.614700000733,4864768.552900001,3,2,224,2,2,23,1371721109,12,-52.0,-81.75,-98.0,good,False,False,False,low,
-7368.386100001633,4864769.406199999,3,2,227,2,2,23,1371721205,20,-57.0,-85.05,-97.0,good,False,False,False,low,
-7369.632300000638,4864770.097999997,3,2,225,2,2,23,1371721073,19,-57.0,-85.42105263157895,-97.0,good,False,False,False,low,
-7362.52650000155,4864764.065700002,3,2,230,2,2,23,1371721303,20,-56.0,-86.6,-97.0,good,False,False,False,low,
-7363.228232070804,4864760.277467221,3,2,230,1,2,23,1371721345,18,-63.0,-84.77777777777777,-95.0,good,False,False,False,low,
